date_of_contract,municipality_name,zone_name,real_estate_type,area_in_square_meters,price_per_square_foot
2024-02-06,Doha,Old Airport,Residence,544,401.328
2024-02-06,Doha,Al Doha Al Jadeedah,Vacant Land,454,1050.0
2024-02-06,Doha,Legtaifiya,Residence,604,877.529
2024-02-06,Doha,The Pearl Island,Residential Unit,176,1135.34
2024-02-05,Doha,Najma,Residence,137,712.031
2024-02-05,Doha,Al Thumama50,Vacant Land,645,270.002
2024-02-05,Doha,Nuaija44,Residence,556,944.07
2024-02-05,Doha,The Pearl Island,Residential Unit,332,936.35
2024-02-05,Doha,Najma,Residence,145,1153.0
2024-02-05,Doha,Fereej Bin Omran,Residential Building,951,1826.802
2024-02-05,Doha,The Pearl Island,Residence,615,1631.0
2024-02-05,Doha,The Pearl Island,Residential Unit,180,1001.92
2024-02-05,Doha,Al Dafna,Residential Unit,153,1412.13
2024-02-05,Doha,The Pearl Island,Residential Unit,214,1369.97
2024-02-05,Doha,The Pearl Island,Residential Unit,192,1001.49
2024-02-04,Doha,New Slata,Residence,498,373.105
2024-02-04,Doha,Nuaija 43,Residence,450,485.161
2024-02-04,Doha,Onaiza 65,Residence,1225,303.357
2024-02-04,Doha,The Pearl Island,Residence,608,1650.0
2024-02-04,Doha,The Pearl Island,Residential Unit,154,1500.95
2024-02-04,Doha,Al Messila,Residence,909,874.208
2024-02-04,Doha,Al Doha Al Jadeedah,Residence,231,1166.0
2024-02-04,Doha,Madinat Khalifa South,Residence,78,1036.227
2024-02-01,Doha,Al Mansoura,Vacant Land,207,1050.0
2024-02-01,Doha,Al Thumama 47,Residence,668,695.383
2024-02-01,Doha,The Pearl Island,Residential Unit,153,1303.37
2024-02-01,Doha,The Pearl Island,Residential Unit,115,1105.41
2024-02-01,Doha,Al Rufaa,Residential Building,515,1623.55
2024-02-01,Doha,Al Thumama 47,Vacant Land,460,434.221
2024-02-01,Doha,The Pearl Island,Residential Unit,118,1331.44
2024-02-01,Doha,The Pearl Island,Residential Unit,112,1159.42
2024-02-01,Doha,The Pearl Island,Residential Unit,189,988.02
2024-01-31,Doha,Onaiza 66,Vacant Land,823,408.014
2024-01-31,Doha,The Pearl Island,Residential Unit,129,1212.51
2024-01-31,Doha,Al Thumama 50,Vacant Land,1168,238.621
2024-01-31,Doha,The Pearl Island,Residential Unit,910,1071.05
2024-01-31,Doha,The Pearl Island,Residential Unit,111,1210.55
2024-01-31,Doha,The Pearl Island,Residential Unit,129,1209.7
2024-01-31,Doha,Madinat Khalifa South,Vacant Land,585,317.618
2024-01-31,Doha,Madinat Khalifa South,Residence,901,824.889
2024-01-31,Doha,The Pearl Island,Residential Unit,120,1345.08
2024-01-31,Doha,The Pearl Island,Residential Unit,213,1220.64
2024-01-31,Doha,The Pearl Island,Residential Unit,130,1212.38
2024-01-30,Doha,Al Thumama 50,Residence,450,732.902
2024-01-30,Doha,Al Mirqab,Tower,1040,6253.095
2024-01-30,Doha,Old Airport,Residential Building,450,2064.514
2024-01-30,Doha,Hazm Al Markhiya,Residence,881,872.615
2024-01-30,Doha,The Pearl Island,Residential Unit,267,1157.26
2024-01-29,Doha,The Pearl Island,Residential Unit,85,1409.43
2024-01-29,Doha,Legtaifiya,Residential Unit,138,971.51
2024-01-29,Doha,The Pearl Island,Residential Unit,171,1139.91
2024-01-29,Doha,The Pearl Island,Residential Unit,141,1642.56
2024-01-29,Doha,The Pearl Island,Residential Unit,87,1299.31
2024-01-29,Doha,The Pearl Island,Residential Unit,129,1107.02
2024-01-29,Doha,Al Thumama 47,Vacant Land,1199,356.426
2024-01-29,Doha,Al Thumama 46,Vacant Land,420,280.01
2024-01-29,Doha,Al Thumama 46,Vacant Land,600,280.258
2024-01-29,Doha,Umm Lekhba,Vacant Land,984,280.409
2024-01-28,Doha,Umm Ghuwailina,Residence,79,881.992
2024-01-28,Doha,Madinat Khalifa South,Residence,456,472.665
2024-01-28,Doha,The Pearl Island,Residential Unit,79,1591.48
2024-01-28,Doha,Legtaifiya,Residential Unit,76,1450.85
2024-01-25,Doha,Hazm Al Markhiya,Residence,1200,481.07
2024-01-25,Doha,Fereej Bin Omran,Vacant Land,403,530.216
2024-01-24,Doha,The Pearl Island,Residential Unit,175,1074.18
2024-01-24,Doha,The Pearl Island,Residential Unit,198,1069.08
2024-01-24,Doha,Legtaifiya,Residential Unit,82,899.03
2024-01-24,Doha,The Pearl Island,Residential Unit,79,1519.51
2024-01-24,Doha,Al Thumama 47,Vacant Land,750,353.354
2024-01-24,Doha,Al Thumama 47,Vacant Land,635,353.997
2024-01-24,Doha,Fereej Bin Omran,Residential Building,501,1854.354
2024-01-24,Doha,Nuaija 44,Vacant Land,556,501.276
2024-01-24,Doha,Al Thumama 47,Vacant Land,750,353.416
2024-01-24,Doha,Al Thumama 47,Vacant Land,492,353.995
2024-01-23,Doha,New Slata,Residence,882,368.663
2024-01-23,Doha,Fereej Kulaib,Residential Building,1078,1016.936
2024-01-22,Doha,The Pearl Island,Residential Unit,158,1170.8
2024-01-22,Doha,The Pearl Island,Residential Unit,249,1263.58
2024-01-22,Doha,Al Thumama 46,Vacant Land,450,379.871
2024-01-22,Doha,Fereej Bin Derhem,Vacant Land,997,4519.36
2024-01-22,Doha,Fereej Bin Omran,Residence,117,833.746
2024-01-22,Doha,Madinat Khalifa South,Residence,571,449.059
2024-01-22,Doha,Al Thumama 50,Vacant Land,578,273.244
2024-01-22,Doha,Al Mirqab,Residential Building,6599,1167.093
2024-01-22,Doha,Al Thumama 46,Vacant Land,450,379.974
2024-01-22,Doha,Old Airport,Vacant Land,9400,450.015
2024-01-22,Doha,The Pearl Island,Residential Unit,216,1157.91
2024-01-22,Doha,Nuaija 43,Residence,904,318.584
2024-01-21,Doha,Al Kharayej,Residential Unit,90,925.33
2024-01-21,Doha,The Pearl Island,Residential Unit,175,1220.73
2024-01-21,Doha,Najma,Residence,125,1070.0
2024-01-21,Doha,Old Airport,Residential Building,469,1247.952
2024-01-21,Doha,Umm Ghuwailina,Residential Building,441,1327.188
2024-01-21,Doha,Legtaifiya,Residential Unit,138,988.19
2024-01-21,Doha,Umm Ghuwailina,Residence,98,578.275
2024-01-21,Doha,Al Mansoura,Vacant Land,651,856.25
2024-01-21,Doha,Jeryan Najima,Vacant Land,1193,327.069
2024-01-21,Doha,Nuaija 44,Residence,398,536.877
2024-01-18,Doha,Al Mansoura,Vacant Land,207,1050.0
2024-01-18,Doha,Najma,Residence,216,860.214
2024-01-18,Doha,Umm Ghuwailina,Residence,142,816.0
2024-01-18,Doha,Al Hilal,Vacant Land,4298,432.309
2024-01-18,Doha,Al Thumama 50,Vacant Land,523,279.953
2024-01-18,Doha,Al Sadd 39,Vacant Land,1663,586.58
2024-01-18,Doha,Al Mansoura,Residence,115,1050.0
2024-01-17,Doha,Al Thumama 50,Residence,450,722.58
2024-01-17,Doha,Fereej Bin Omran,Residence,471,493.116
2024-01-17,Doha,The Pearl Island,Residential Unit,128,1100.64
2024-01-17,Doha,Al Thumama 46,Residence,450,516.128
2024-01-17,Doha,Al Hilal,Residence,838,376.934
2024-01-17,Doha,The Pearl Island,Residential Unit,142,1617.8
2024-01-17,Doha,Al Kharayej,Residential Unit,108,961.95
2024-01-17,Doha,The Pearl Island,Residential Unit,92,1211.29
2024-01-17,Doha,Al Thumama 46,Residence,420,552.995
2024-01-17,Doha,The Pearl Island,Residential Unit,108,1215.61
2024-01-16,Doha,Al Mansoura,Residence,493,1050.0
2024-01-16,Doha,Legtaifiya,Residence,1575,766.819
2024-01-16,Doha,The Pearl Island,Residential Unit,115,1008.59
2024-01-16,Doha,Madinat Khalifa South,Vacant Land,1287,938.415
2024-01-16,Doha,Nuaija 43,Residence,385,482.614
2024-01-16,Doha,Nuaija 41,Residence,869,427.632
2024-01-16,Doha,The Pearl Island,Residential Unit,118,1484.2
2024-01-16,Doha,The Pearl Island,Residential Unit,141,1312.56
2024-01-16,Doha,The Pearl Island,Residential Unit,118,1174.24
2024-01-16,Doha,Nuaija 43,Residence,426,436.165
2024-01-15,Doha,Nuaija 44,Residence,427,511.294
2024-01-15,Doha,Nuaija 44,Residence,507,623.019
2024-01-15,Doha,Old Airport,Residential Building,609,686.476
2024-01-15,Doha,Old Airport,Residential Building,843,567.558
2024-01-15,Doha,Al Thumama 46,Residence,450,732.902
2024-01-15,Doha,Umm Ghuwailina,Residence,188,691.832
2024-01-15,Doha,Al Doha Al Jadeedah,Residence,820,1167.1
2024-01-15,Doha,Madinat Khalifa South,Residence,903,730.468
2024-01-15,Doha,Al Messila,Residence,450,619.354
2024-01-14,Doha,Nuaija 44,Vacant Land,489,351.474
2024-01-14,Doha,Al Thumama 50,Vacant Land,568,294.411
2024-01-14,Doha,Nuaija 44,Vacant Land,490,350.757
2024-01-14,Doha,Nuaija 43,Residence,898,466.0
2024-01-14,Doha,Legtaifiya,Residential Unit,76,1420.63
2024-01-14,Doha,The Pearl Island,Residential Unit,130,1205.14
2024-01-14,Doha,The Pearl Island,Residential Unit,114,1699.45
2024-01-14,Doha,Al Thumama 46,Residence,425,502.77
2024-01-14,Doha,Legtaifiya,Vacant Land,1225,356.445
2024-01-14,Doha,Barahat Al Jufairi,Residential Building,152,2139.217
2024-01-14,Doha,The Pearl Island,Residential Unit,180,1485.11
2024-01-14,Doha,The Pearl Island,Residential Unit,181,1026.44
2024-01-11,Doha,Al Thumama 46,Residence,425,415.332
2024-01-11,Doha,Old Airport,Vacant Land,848,450.015
2024-01-11,Doha,The Pearl lsland,Residential Unit,585,1076.07
2024-01-11,Doha,Madinat Khalifa North,Residence,604,430.677
2024-01-11,Doha,Umm Lekhba,Residence,1728,510.752
2024-01-11,Doha,The Pearl lsland,Residential Unit,136,1018.67
2024-01-11,Doha,The Pearl lsland,Residential Unit,213,1239.06
2024-01-11,Doha,The Pearl lsland,Residential Unit,423,1756.16
2024-01-11,Doha,The Pearl lsland,Residential Unit,118,1566.4
2024-01-10,Doha,Najma,Residence,61,868.111
2024-01-10,Doha,Al Doha Al Jadeedah,Residence,109,1193.251
2024-01-10,Doha,Hazm Al Markhiya,Residence,873,404.389
2024-01-10,Doha,The Pearl lsland,Residential Unit,79,1790.05
2024-01-10,Doha,The Pearl lsland,Residential Unit,120,1445.72
2024-01-09,Doha,Umm Ghuwailina,Residence,219,714.0
2024-01-09,Doha,Al Sadd 39,Vacant Land,562,892.664
2024-01-09,Doha,Al Kharayej,Residential Unit,104,978.49
2024-01-09,Doha,The Pearl lsland,Residential Unit,128,1924.24
2024-01-09,Doha,The Pearl lsland,Residential Unit,79,1406.38
2024-01-09,Doha,The Pearl lsland,Residential Unit,183,1519.6
2024-01-09,Doha,The Pearl lsland,Residential Unit,79,2081.5
2024-01-08,Doha,Fereej Bin Omran,Residence,1300,357.32
2024-01-08,Doha,The Pearl lsland,Residential Unit,156,1128.04
2024-01-08,Doha,The Pearl lsland,Residential Unit,91,1515.47
2024-01-08,Doha,The Pearl lsland,Residential Unit,192,1160.8
2024-01-08,Doha,Al Sadd 38,Residence,362,1657.11
2024-01-08,Doha,The Pearl lsland,Residential Unit,310,836.56
2024-01-07,Doha,Nuaija,Residence,398,536.877
2024-01-07,Doha,Old Al Ghanim 16,Residential Building and Shop,307,1906.481
2024-01-07,Doha,The Pearl lsland,Residential Unit,207,1210.67
2024-01-07,Doha,The Pearl lsland,Residential Unit,233,1112.47
2024-01-07,Doha,The Pearl lsland,Residential Unit,262,1311.04
2024-01-07,Doha,The Pearl lsland,Residential Unit,116,1634.32
2024-01-07,Doha,Nuaija,Residence,427,500.415
2024-01-07,Doha,The Pearl lsland,Residential Unit,174,1065.46
2024-01-04,Doha,New Slata,Residence,791,434.566
2024-01-04,Doha,Al Messila,Commercial Building,19672,1227.878
2024-01-04,Doha,Al Maamoura 43,Vacant Land,800,750.007
2024-01-04,Doha,Fereej Al Aseeri,Residence,450,680.243
2024-01-04,Doha,Old Airport,Residence,679,617.241
2024-01-04,Doha,Old Airport,Residence,625,617.241
2024-01-04,Doha,Al Thumama 46,Vacant Land,450,380.004
2024-01-04,Doha,Al Dafna,Residential Unit,154,1421.42
2024-01-04,Doha,Al Dafna,Residential Unit,153,1412.13
2024-01-04,Doha,The Pearl Island,Residence,757,1902.244
2024-01-04,Doha,Al Sadd,Residence,1928,1883.983
2024-01-04,Doha,Nuaija,Apartment Complex,1142,617.241
2024-01-04,Doha,Al Matar,Apartment Complex,2058,667.242
2024-01-04,Doha,Old Airport,Residence,989,617.241
2024-01-04,Doha,Old Airport,Residence,448,617.241
2024-01-04,Doha,Al Thumama 47,Vacant Land,450,380.004
2024-01-04,Doha,New Slata,Vacant Land,908,450.015
2024-01-04,Doha,Nuaija 44,Administrative Building,5470,887.25
2024-01-04,Doha,Nuaija,Shops,9666,644.242
2024-01-04,Doha,Old Airport,Vacant Land,513,450.015
2024-01-04,Doha,Fereej Al Aseeri,Residence,576,680.243
2024-01-04,Doha,Old Airport,Residence,417,617.241
2024-01-04,Doha,Old Airport,Residence,433,617.241
2024-01-04,Doha,Old Airport,Residence,460,617.241
2024-01-04,Doha,Old Airport,Residence,428,617.241
2024-01-04,Doha,Al Maamoura 43,Residence,450,671.243
2024-01-03,Doha,Old Airport,Residential Building,463,2667.286
2024-01-03,Doha,Umm Ghuwailina,Commercial Building,969,1167.259
2024-01-03,Doha,Madinat Khalifa South,Residential Building,744,1267.288
2024-01-03,Doha,Al Doha Al Jadeedah,Residence,109,980.171
2024-01-03,Doha,Al Dafna,Residential Unit,148,1430.71
2024-01-03,Doha,Old Airport,Residential Building,907,2500.06
2024-01-03,Doha,Umm Lekhba,Residence,870,459.176
2024-01-03,Doha,Legtaifiya,Residential Unit,137,809.08
2024-01-03,Doha,The Pearl Island,Residential Unit,192,1259.31
2024-01-02,Doha,Al Dafna,Residential Unit,154,1122.67
2024-01-02,Doha,Legtaifiya,Residential Unit,203,871.1
2024-01-02,Doha,Legtaifiya,Residential Unit,138,901.16
2024-01-02,Doha,Legtaifiya,Residential Unit,136,952.26
2024-01-01,Doha,The Pearl Island,Residential Unit,142,1347.09
2023-12-31,Doha,Fereej Bin Omran,Residential Building,407,1027.184
2023-12-31,Doha,Al Jebailat,Residence,1225,568.795
2023-12-31,Doha,Onaiza,Residence,875,318.525
2023-12-31,Doha,Old Airport,Residence,173,1127.726
2023-12-31,Doha,Nuaija,Vacant Land,5507,438.669
2023-12-31,Doha,Old Al Ghanim,Residential Building,600,2517.459
2023-12-31,Doha,Madinat Khalifa South,Residential Building,323,998.061
2023-12-31,Doha,Old Airport,Vacant Land,413,454.393
2023-12-28,Doha,The Pearl Island,Residential Unit,152,919.0770224433497
2023-12-28,Doha,Nuaija,Residence,509,438.05
2023-12-28,Doha,Airport,Residence,450,433.548
2023-12-28,Doha,Al Thumama 46,Vacant Land,450,379.974
2023-12-28,Doha,The Pearl Island,Residential Unit,214,1257.614246370723
2023-12-28,Doha,Umm Ghuwailina,Residential Building,466,3588.533
2023-12-27,Doha,Fereej Bin Omran,Residence,687,1352.302
2023-12-27,Doha,Madinat Khalifa South,Residential Building,589,2050.494
2023-12-27,Doha,Nuaija,Vacant Land,623,334.034
2023-12-26,Doha,Madinat Khalifa South,Residence,454,388.802
2023-12-26,Doha,The Pearl Island,Residential Unit,118,1109.2712120471776
2023-12-26,Doha,Al Dafna,Residential Unit,154,1412.1256
2023-12-26,Doha,The Pearl Island,Residential Unit,92,1211.8131615585262
2023-12-26,Doha,The Pearl Island,Residential Unit,118,1245.2175365135454
2023-12-25,Doha,Legtaifiya,Residence,1225,530.875
2023-12-25,Doha,Airport,Vacant Land,490,322.317
2023-12-25,Doha,The Pearl Island,Residential Unit,129,1192.6929407845869
2023-12-25,Doha,Nuaija,Vacant Land,6950,387.653
2023-12-25,Doha,Airport,Vacant Land,1007,415.158
2023-12-25,Doha,Airport,Vacant Land,495,319.061
2023-12-25,Doha,Airport,Vacant Land,510,327.893
2023-12-25,Doha,Najma,Residence,208,1050.035
2023-12-25,Doha,Najma,Residential Building,945,1671.273
2023-12-25,Doha,Old Al Ghanim 16,Residence,307,1059.156
2023-12-25,Doha,The Pearl Island,Residential Unit,312,1055.5807515042889
2023-12-24,Doha,Fereej Bin Omran,Residence,288,534.337
2023-12-24,Doha,The Pearl Island,Residential Unit,583,1232.3690680689253
2023-12-24,Doha,The Pearl Island,Residential Unit,159,1474.4211172053112
2023-12-24,Doha,New Al Hitmi,Vacant Land,182,845.545
2023-12-21,Doha,The Pearl Island,Residential Unit,79,18813.473205257837
2023-12-21,Doha,The Pearl Island,Residential Unit,183,12982.445737910024
2023-12-21,Doha,Airport,Residence,616,527.859
2023-12-21,Doha,Nuaija,Residence,397,514.828
2023-12-21,Doha,Airport,Vacant Land,597,326.795
2023-12-21,Doha,Onaiza 66,Residence,889,344.86
2023-12-21,Doha,Dahl Al Hamam,Residence,1150,292.908
2023-12-21,Doha,Nuaija,Residence,473,432.108
2023-12-20,Doha,The Pearl Island,Residential Unit,158,16639.00441083806
2023-12-20,Doha,Umm Ghuwailina,Residence,176,720.0
2023-12-20,Doha,Old Airport,Vacant Land,1247,521.509
2023-12-20,Doha,Hazm Al Markhiya,Residence,1225,364.013
2023-12-20,Doha,Old Airport,Residence,1000,432.069
2023-12-20,Doha,Nuaija 44,Residence,458,780.954
2023-12-20,Doha,Duhail,Residence,613,757.774
2023-12-20,Doha,The Pearl Island,Residential Unit,740,12157.726235022357
2023-12-20,Doha,Rawdat Al Khail,Residential Building,2038,1458.734
2023-12-19,Doha,The Pearl Island,Residential Unit,892,8966.197435667533
2023-12-19,Doha,The Pearl Island,Residential Unit,133,12807.299707711909
2023-12-19,Doha,Umm Ghuwailina,Residential Building,363,1496.687
2023-12-19,Doha,Nuaija,Residence,398,525.206
2023-12-19,Doha,Nuaija,Residence,427,489.536
2023-12-19,Doha,Duhail,Vacant Land,690,403.927
2023-12-19,Doha,Najma,Residence,122,1408.777
2023-12-19,Doha,Old Airport,Residential Building,951,610.562
2023-12-14,Doha,Al Doha Al Jadeedah,Vacant Land,446,1050.035
2023-12-14,Doha,Al Doha Al Jadeedah,Residence,116,1167.0
2023-12-14,Doha,Al Matar,Vacant Land,423,527.11
2023-12-14,Doha,Al Doha Al Jadeedah,Residence,1066,1517.595
2023-12-14,Doha,Nuaija,Residence,533,461.901
2023-12-14,Doha,Al Doha Al Jadeedah,Residence,141,1560.0
2023-12-14,Doha,Al Doha Al Jadeedah,Shops,310,1517.595
2023-12-14,Doha,Al Matar,Vacant Land,426,479.781
2023-12-13,Doha,Old Airport,Vacant Land,702,315.011
2023-12-13,Doha,The Pearl Island,Residential Unit,132,1155.0654829723605
2023-12-13,Doha,Al Matar,Residence,595,911.075
2023-12-13,Doha,Old Airport,Vacant Land,750,315.011
2023-12-13,Doha,The Pearl Island,Residential Unit,117,1417.6337764289467
2023-12-12,Doha,Al Messila,Residence,426,468.877
2023-12-12,Doha,Nuaija,Residence,604,307.626
2023-12-12,Doha,Al Thumama 46,Vacant Land,450,379.871
2023-12-12,Doha,Onaiza,Vacant Land,875,306.0
2023-12-12,Doha,Al Thumama 46,Vacant Land,418,380.058
2023-12-12,Doha,The Pearl Island,Residential Unit,740,941.2336054612874
2023-12-12,Doha,The Pearl Island,Residential Unit,112,952.3765986593585
2023-12-11,Doha,Nuaija,Residence,605,460.677
2023-12-11,Doha,Al Thumama 50,Vacant Land,580,285.003
2023-12-11,Doha,The Pearl Island,Residential Unit,58,2090.895007608007
2023-12-11,Doha,The Pearl Island,Residential Unit,141,1194.9901442526957
2023-12-11,Doha,The Pearl Island,Residential Unit,214,1193.5586720023514
2023-12-11,Doha,Al Thumama 50,Vacant Land,577,285.003
2023-12-11,Doha,Old Airport,Residential Building,439,814.754
2023-12-11,Doha,The Pearl Island,Residential Unit,121,1715.546607479254
2023-12-11,Doha,The Pearl Island,Residential Unit,108,1117.1302086754545
2023-12-11,Doha,The Pearl Island,Residential Unit,79,1640.7616190416857
2023-12-11,Doha,The Pearl Island,Residential Unit,152,1464.4692305861722
2023-12-11,Doha,Al Doha Al Jadeedah,Shops,368,1539.97
2023-12-11,Doha,Al Thumama 50,Vacant Land,649,285.003
2023-12-11,Doha,The Pearl Island,Residential Unit,175,1347.175322030374
2023-12-11,Doha,The Pearl Island,Residential Unit,79,1457.9765664675188
2023-12-11,Doha,The Pearl Island,Residential Unit,79,1400.5874129763506
2023-12-11,Doha,The Pearl Island,Residential Unit,92,1289.3231234337825
2023-12-11,Doha,The Pearl Island,Residential Unit,79,1407.6335073693895
2023-12-11,Doha,The Pearl Island,Residential Unit,111,1037.6895140661056
2023-12-10,Doha,Nuaija 44,Vacant Land,452,360.0
2023-12-10,Doha,The Pearl Island,Residential Unit,128,936.3695678392262
2023-12-10,Doha,Nuaija,Residence,482,954.088
2023-12-10,Doha,Fereej Bin Derhem,Residence,688,705.551
2023-12-10,Doha,Legtaifiya,Vacant Land,3720,350.012
2023-12-10,Doha,The Pearl Island,Residential Unit,200,928.2800441178088
2023-12-07,Doha,Old Airport,Commercial Building,909,1839.666
2023-12-07,Doha,Al Mansoura,Residence,74,1516.0
2023-12-07,Doha,Legtaifiya,Vacant Land,6749,344.137
2023-12-07,Doha,Umm Ghuwailina,Residential Building,203,1601.778
2023-12-07,Doha,Msheireb,Vacant Land,9913,1500.011
2023-12-07,Doha,Umm Ghuwailina,Residential Building,245,985.911
2023-12-07,Doha,Al Matar,Vacant Land,930,344.641
2023-12-06,Doha,Madinat Khalifa South,Residence,632,661.494
2023-12-06,Doha,Madinat Khalifa South,Residence,886,650.112
2023-12-06,Doha,Madinat Khalifa North,Residence,748,285.665
2023-12-06,Doha,Ras Abu Aboud,Residence,1636,1082.506
2023-12-06,Doha,Onaiza,Vacant Land,866,429.114
2023-12-06,Doha,The Pearl Island,Residential Unit,342,1184.96
2023-12-06,Doha,The Pearl Island,Residential Unit,214,1213.97
2023-12-06,Doha,The Pearl Island,Residential Unit,189,931.88
2023-12-06,Doha,The Pearl Island,Residential Unit,109,1547.39
2023-12-06,Doha,Al Matar,Residence,624,521.091
2023-12-06,Doha,Al Kharayej,Residential Unit,105,927.97
2023-12-05,Doha,The Pearl Island,Residential Unit,192,1245.68
